Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
23/02/2026;;00000000021834;GOIABADA PREDILECTA POTE 250G;2,000;13,98;6,99;7,96;0,00;1,29;6,02;33,81;75,63;0,05;83,93;;;
23/02/2026;;00000000021837;CAFE UNIAO TRADICIONAL 500G;1,000;34,99;34,99;23,50;0,00;0,00;11,49;32,84;48,89;0,10;84,04;;;
23/02/2026;;00000000021911;TEKITOS SEARA 1KG;3,000;68,97;22,99;45,12;0,00;6,38;23,85;25,33;52,86;0,21;84,25;;;
23/02/2026;;00000000021944;POLPA NESTLE MORANGO BDJ 510G;4,000;35,96;8,99;23,48;0,00;0,00;12,48;34,71;53,15;0,11;84,36;;;
23/02/2026;;00000000021951;CAPPUCCINO 3 CORACOES CLASSIC 260ML;1,000;8,99;8,99;5,71;0,00;0,00;3,28;36,48;57,44;0,03;84,39;;;
23/02/2026;;00000000021958;MUCILON MULTICEREAIS SCH 360G;1,000;11,49;11,49;7,72;0,00;1,06;3,77;23,56;48,83;0,03;84,42;;;
23/02/2026;;00000000021962;ROSQ MABEL LEITE 300G;3,000;16,47;5,49;10,47;0,00;1,52;6,00;27,18;57,31;0,05;84,48;;;
23/02/2026;;00000000021984;REFRI FANTA MARACUJA  2L GL;1,000;9,49;9,49;6,07;0,00;0,00;3,42;36,04;56,34;0,03;84,51;;;
23/02/2026;;00000000021989;BISC VITARELLA MAIZENA TRAD 350G;1,000;6,29;6,29;4,21;0,00;0,58;2,08;23,82;49,41;0,02;84,53;;;
23/02/2026;;00000000021994;BISC LOOK BRIGADEIRO 55G;4,000;13,96;3,49;8,36;0,00;1,29;5,60;30,86;66,99;0,05;84,58;;;
23/02/2026;;00000000021995;AMAC URCA BRISA LV2L PG18L;1,000;7,89;7,89;4,39;1,58;0,58;3,50;16,96;79,73;0,03;84,61;;;
23/02/2026;;00000000022006;OLEO PAIXAO ROSAS BRANCAS 100ML;1,000;13,99;13,99;8,87;0,00;0,00;5,12;36,60;57,72;0,05;84,65;;;
23/02/2026;;00000000022019;GUARD MUNDI 20X20 C/50UND;3,000;5,97;1,99;3,36;0,00;0,55;2,61;34,47;77,68;0,02;84,68;;;
23/02/2026;;00000000022022;PAPEL TOALHA SCALA PLUS C/2RLS;1,000;6,99;6,99;4,32;0,00;0,65;2,67;28,95;61,81;0,02;84,70;;;
23/02/2026;;00000000022030;BISC VITARELLA CRISTAL 414G;1,000;8,49;8,49;5,49;0,00;0,79;3,00;26,09;54,64;0,03;84,73;;;
23/02/2026;;00000000022092;IOG CHAMBINHO POUCH MORANGO 100G;4,000;16,76;4,19;10,72;3,35;0,00;6,04;16,04;56,34;0,05;84,78;;;
23/02/2026;;00000000022110;BROA DE MILHO KG;0,068;1,02;15,00;0,44;0,20;0,08;0,58;29,00;129,36;0,01;84,79;;;
23/02/2026;;00000000022211;CARNE MOIDA CHULETAO 500G;2,000;21,98;10,99;14,50;0,00;0,00;7,48;34,03;51,59;0,07;84,85;;;
23/02/2026;;00000000022280;KETCHUP PRAMESA TRAD 101KG;1,000;11,99;11,99;7,60;0,00;1,11;4,39;27,36;57,76;0,04;84,89;;;
23/02/2026;;00000000022281;BISC CHEETOS LUA 40G;3,000;11,67;3,89;8,19;0,00;1,08;3,48;20,57;42,49;0,03;84,92;;;
23/02/2026;;00000000022331;MARGARINA DELICATA CREMOSA C/SAL 500G;14,000;82,46;5,89;50,12;5,77;0,00;32,34;32,22;64,53;0,29;85,21;;;
23/02/2026;;00000000022356;TORRADA TEMPERADA PRODUCAO KG;1,568;20,36;12,98;12,45;0,00;1,88;7,91;29,60;63,54;0,07;85,28;;;
23/02/2026;;00000000022367;CERV IMPERIO 473ML QT;9,000;40,41;4,49;29,61;0,00;0,00;10,80;26,73;36,47;0,10;85,38;;;
23/02/2026;;00000000022379;CARNE MOIDA TUBETE FRIBOI 500G;3,000;53,67;17,89;29,97;3,76;0,00;23,70;37,16;79,08;0,21;85,59;;;
23/02/2026;;00000000022525;LEITE PO NINHO INTEGRAL LT 380G;1,000;22,49;22,49;14,95;0,00;0,00;7,54;33,53;50,43;0,07;85,66;;;
23/02/2026;;00000000022553;PAO WICKBOLD MACA/CAN/PASS 500G;1,000;16,99;16,99;11,32;0,00;1,57;5,67;24,12;50,09;0,05;85,71;;;
23/02/2026;;00000000022597;PAPEL ALUMINIO GLOBOPACK 30CMX4M;2,000;7,98;3,99;0,00;0,00;0,74;7,98;90,75;0,00;0,07;85,78;;;
23/02/2026;;00000000022652;KETCHUP PRAMESA TRAD 300G;1,000;5,99;5,99;3,29;0,00;0,55;2,70;35,83;82,07;0,02;85,80;;;
23/02/2026;;00000000022720;ESFREGAO LIMPPANO G 41CM X 78CM;1,000;7,49;7,49;0,00;1,50;0,55;7,49;72,60;0,00;0,07;85,87;;;
23/02/2026;;00000000022734;MUCILON ARROZ SH 180G;2,000;10,60;5,30;9,80;0,00;0,00;0,80;7,55;8,16;0,01;85,88;;;
23/02/2026;;00000000022760;SB PO INVICTO LAVANDA CX 800G;1,000;8,69;8,69;5,78;0,00;0,80;2,91;24,24;50,35;0,03;85,90;;;
23/02/2026;;00000000022836;ESPONJA DE ACO ASSOLAN 45G;3,000;7,17;2,39;4,62;0,00;0,66;2,55;26,31;55,19;0,02;85,92;;;
23/02/2026;;00000000022874;NECTAR DAFRUTA GOIBA 1L;1,000;5,99;5,99;3,79;1,20;0,44;2,20;9,33;58,05;0,02;85,94;;;
23/02/2026;;00000000022875;NECTAR DAFRUTA UVA 200ML;2,000;4,58;2,29;2,90;0,92;0,34;1,68;9,28;57,93;0,01;85,96;;;
23/02/2026;;00000000022876;NECTAR DAFRUTA MARACUJA 200ML;4,000;9,16;2,29;5,80;1,83;0,68;3,36;9,28;57,93;0,03;85,99;;;
23/02/2026;;00000000022877;NECTAR DAFRUTA LARANJA 200ML;2,000;4,58;2,29;2,90;0,92;0,34;1,68;9,28;57,93;0,01;86,00;;;
23/02/2026;;00000000022925;BATATA PALHA EX FINA CROQUES 100G;1,000;7,79;7,79;4,99;0,00;0,72;2,80;26,69;56,11;0,02;86,03;;;
23/02/2026;;00000000022928;ENERG MONSTER PACIFIC 473ML;1,000;10,99;10,99;6,78;0,00;0,00;4,21;38,31;62,09;0,04;86,07;;;
23/02/2026;;00000000022946;COQ OUSADIA BLUEBERRY PET 350ML;1,000;3,99;3,99;2,34;0,80;0,30;1,65;13,95;70,51;0,01;86,08;;;
23/02/2026;;00000000022980;PASTILHA ADESIVA LIMPANNO CITRUS 3UND;1,000;7,99;7,99;4,99;1,60;0,59;3,00;10,15;60,12;0,03;86,11;;;
23/02/2026;;00000000023010;REFRESCO TANG MARACUJA 18G;6,000;10,14;1,69;6,42;2,03;0,75;3,72;9,29;57,94;0,03;86,14;;;
23/02/2026;;00000000023057;SB PO ASTRA SCH 16 KG;1,000;7,99;7,99;4,99;0,00;0,74;3,00;28,30;60,12;0,03;86,17;;;
23/02/2026;;00000000023058;SB PO ASTRA SCH 800 G;3,000;14,97;4,99;9,60;0,00;1,38;5,37;26,62;55,94;0,05;86,22;;;
23/02/2026;;00000000023085;REFRESCO TANG GOIABA 18G;3,000;4,47;1,49;3,21;0,89;0,33;1,26;0,79;39,25;0,01;86,23;;;
23/02/2026;;00000000023155;MARG QUALY AERADA C/SAL 250G;7,000;48,93;6,99;31,22;3,43;0,00;17,71;29,18;56,73;0,16;86,38;;;
23/02/2026;;00000000023157;COOKIES RANCHEIRO CHOCO 60G;22,000;43,78;1,99;36,30;0,00;4,05;7,48;7,84;20,61;0,07;86,45;;;
23/02/2026;;00000000023164;CALDO APTI GALINHA 19G;1,000;1,69;1,69;1,06;0,00;0,16;0,63;28,03;59,43;0,01;86,46;;;
23/02/2026;;00000000023165;CALDO APTI CARNE 19G;4,000;6,76;1,69;4,24;0,00;0,63;2,52;28,03;59,43;0,02;86,48;;;
23/02/2026;;00000000023330;CHOC NESTLE CLASSIC MEIO AMARGO 80G;2,000;26,38;13,19;17,06;0,00;2,44;9,32;26,08;54,63;0,08;86,56;;;
23/02/2026;;00000000023331;CHOC NESTLE CLASSIC AO LEITE 80G;1,000;13,19;13,19;8,53;0,00;1,22;4,66;26,08;54,63;0,04;86,60;;;
23/02/2026;;00000000023397;FARINHA LACTEA  NESTLE 160G;4,000;25,96;6,49;19,84;0,00;2,40;6,12;14,32;30,85;0,05;86,66;;;
23/02/2026;;00000000023428;BEB LACTA YOPRO MORANGO 250ML;2,000;19,98;9,99;12,68;4,00;0,00;7,30;16,54;57,57;0,07;86,72;;;
23/02/2026;;00000000023470;AMAC CONC DOWNY BRISA DE VERAO 450ML;2,000;30,38;15,19;18,18;0,00;2,81;12,20;30,91;67,11;0,11;86,83;;;
23/02/2026;;00000000023475;BATATA PALHA TRADICIONAL CROQUES 100G;1,000;7,79;7,79;4,99;0,00;0,72;2,80;26,69;56,11;0,02;86,86;;;
23/02/2026;;00000000023491;SENSACOES FRANGO GRELHADO 40G;1,000;6,99;6,99;4,90;0,00;0,65;2,09;20,65;42,65;0,02;86,88;;;
23/02/2026;;00000000023493;SENSACOES PEITO DE PERU 40G;1,000;6,99;6,99;4,90;0,00;0,65;2,09;20,65;42,65;0,02;86,89;;;
23/02/2026;;00000000023502;SB PO MINUANO BRANCO 800G;2,000;21,98;10,99;14,22;0,00;2,03;7,76;26,05;54,57;0,07;86,96;;;
23/02/2026;;00000000023526;ROSQUINHAS RANCHEIRO CHOCOLATE 300G;5,000;19,95;3,99;12,70;0,00;1,85;7,25;27,09;57,09;0,06;87,03;;;
23/02/2026;;00000000023528;ROSQUINHAS RANCHEIRO BANANA C/ CANELA 300G;2,000;9,58;4,79;6,30;0,00;0,89;3,28;24,99;52,06;0,03;87,06;;;
23/02/2026;;00000000023579;BISC FOFURA CHURRASCO 60G;2,000;5,98;2,99;3,74;0,00;0,55;2,24;28,21;59,89;0,02;87,08;;;
23/02/2026;;00000000023583;BISC FOFURA CEBOLA 60G;2,000;5,98;2,99;3,74;0,00;0,55;2,24;28,21;59,89;0,02;87,10;;;
23/02/2026;;00000000023618;REFRI COCA COLA ZERO 25L GL;2,000;27,98;13,99;18,02;5,60;0,00;9,96;15,60;55,27;0,09;87,19;;;
23/02/2026;;00000000023647;CAFE NESCAFE SOL TRADICAO FORTE SH 40G;1,000;9,99;9,99;6,31;0,00;0,00;3,68;36,84;58,32;0,03;87,22;;;
23/02/2026;;00000000023669;FLOCAO URBANO 500G;1,000;3,29;3,29;1,95;0,66;0,00;1,34;20,73;68,72;0,01;87,23;;;
23/02/2026;;00000000023690;DES CR HERBISSIMO VANILLA 55G;1,000;6,89;6,89;3,89;0,00;0,00;3,00;43,54;77,12;0,03;87,26;;;
23/02/2026;;00000000023712;GELATINA  APTI CEREJA 20G;2,000;3,58;1,79;2,12;0,72;0,26;1,46;13,38;68,87;0,01;87,27;;;
23/02/2026;;00000000023725;REFRESCO TANG LARANJA 18G;4,000;6,76;1,69;4,28;1,35;0,50;2,48;9,29;57,94;0,02;87,29;;;
23/02/2026;;00000000023726;REFRESCO TANG LIMAO 18G;3,000;5,07;1,69;3,21;1,01;0,38;1,86;9,29;57,94;0,02;87,31;;;
23/02/2026;;00000000023754;TEMP AJI NO MOTO REFIL  100G;1,000;7,99;7,99;5,24;0,00;0,74;2,75;25,17;52,48;0,02;87,33;;;
23/02/2026;;00000000023855;BISC FOFURA REQUEIJAO 60G;1,000;2,99;2,99;1,87;0,00;0,28;1,12;28,21;59,89;0,01;87,34;;;
23/02/2026;;00000000023877;MARG DELICIA C/ CR DE LEITE 500G;2,000;22,98;11,49;14,68;1,61;0,00;8,30;29,12;56,54;0,07;87,42;;;
23/02/2026;;00000000023880;CERV ANTARCTICA ORIG 473ML GL;3,000;22,47;7,49;14,46;0,00;0,00;8,01;35,65;55,39;0,07;87,49;;;
23/02/2026;;00000000023893;ICE TEA LEAO PESSEGO 15L QT;3,000;23,97;7,99;17,70;4,79;0,00;6,27;6,16;35,42;0,06;87,55;;;
23/02/2026;;00000000023901;BATATA PALHA CRAC EXTRA FINA  200G;4,000;51,96;12,99;33,56;0,00;4,81;18,40;26,16;54,83;0,16;87,71;;;
23/02/2026;;00000000023908;MOLHO TOMATE HEINZ C/PEDACOS TRAD SCH 240G;3,000;11,67;3,89;7,35;0,00;1,08;4,32;27,77;58,78;0,04;87,75;;;
23/02/2026;;00000000023922;STEAK SEARA RECH PRES/MUSSARELA 110G;2,000;10,98;5,49;7,08;0,00;1,02;3,90;26,27;55,08;0,03;87,78;;;
23/02/2026;;00000000023959;IOG DANONE MORANGO 125KG;16,000;222,67;13,92;187,20;44,53;0,00;35,47;-4,07;18,95;0,32;88,10;;;
23/02/2026;;00000000023963;MARGARINA DELICIA C/SAL C/CR DE LEITE 1KG;1,000;20,49;20,49;13,50;0,00;0,00;6,99;34,11;51,78;0,06;88,16;;;
23/02/2026;;00000000024003;PAO PLUSVITA ATERSANO BRIOCHE 500G;1,000;14,49;14,49;9,28;0,00;1,34;5,21;26,71;56,14;0,05;88,21;;;
23/02/2026;;00000000024005;SALG CHEETOS BOLA DE QJO 33G;1,000;4,49;4,49;2,95;0,00;0,42;1,54;25,05;52,20;0,01;88,22;;;
23/02/2026;;00000000024010;BL DORI TUBO REGALIZ YOGURTE 70G;1,000;4,49;4,49;2,77;0,90;0,33;1,72;10,91;62,09;0,02;88,24;;;
23/02/2026;;00000000024060;CHOC LACTA LAKA DIAMANTE NEGRO 80G;2,000;21,98;10,99;13,64;0,00;2,03;8,34;28,69;61,14;0,07;88,31;;;
23/02/2026;;00000000024229;CHOCOLATE LAKA OREO 80G;1,000;10,19;10,19;6,38;0,00;0,94;3,81;28,14;59,72;0,03;88,35;;;
23/02/2026;;00000000024235;STEAK SEARA RECH PRES/QUE 110G;3,000;16,47;5,49;10,62;0,00;1,52;5,85;26,27;55,08;0,05;88,40;;;
23/02/2026;;00000000024249;FARINHA LACTEA NESTLE 360G;1,000;15,79;15,79;9,56;0,00;1,46;6,23;30,21;65,17;0,06;88,45;;;
23/02/2026;;00000000024258;INSET AER MORTEIN EUCALIPTO 360ML;1,000;17,99;17,99;11,29;3,60;1,33;6,70;9,84;59,34;0,06;88,51;;;
23/02/2026;;00000000024418;PASTILHA ADESIVA LIMPPANO MARINE C/3UND;1,000;7,19;7,19;4,59;0,00;0,67;2,60;26,91;56,64;0,02;88,54;;;
23/02/2026;;00000000024432;DET LIQ ODD LIMP AIR FRYER 500ML;4,000;11,96;2,99;7,56;0,00;1,11;4,40;27,54;58,20;0,04;88,58;;;
23/02/2026;;00000000024451;PASTILHA ADESIVA LIMPPANO LAVANDA C/3UND;1,000;7,19;7,19;4,19;0,00;0,67;3,00;32,47;71,60;0,03;88,60;;;
23/02/2026;;00000000024553;CAFE NESCAFE SOL ORIGINAL EXTRA FORTE SH 40G;2,000;19,98;9,99;14,42;0,00;0,00;5,56;27,83;38,56;0,05;88,65;;;
23/02/2026;;00000000024659;REFRI ANTARCTICA GUARANA 200ML QT;4,000;7,56;1,89;5,76;0,00;0,00;1,80;23,81;31,25;0,02;88,67;;;
23/02/2026;;00000000024663;GUARANA ANTARCTICA 15L ZERO QT;3,000;20,37;6,79;15,48;0,00;0,00;4,89;24,01;31,59;0,04;88,71;;;
23/02/2026;;00000000024689;BISC WAFER NESTLE GALAK  110G;1,000;5,49;5,49;3,76;0,00;0,51;1,73;22,26;46,01;0,02;88,73;;;
23/02/2026;;00000000024742;DET LIMPADUA LIMAO 500ML;2,000;3,58;1,79;2,70;0,00;0,33;0,88;15,33;32,59;0,01;88,73;;;
23/02/2026;;00000000024789;SORV SLOOP TAPIOCA 15L;1,000;22,99;22,99;14,50;4,60;1,70;8,49;9,53;58,55;0,08;88,81;;;
23/02/2026;;00000000024799;MELANCIA BABY KG;2,030;16,22;7,99;6,76;0,00;0,00;9,46;58,32;139,94;0,08;88,89;;;
23/02/2026;;00000000024811;SAB ALBANY ANTIBAC LIMP PROFUNDA  85G;3,000;6,57;2,19;3,57;0,46;0,00;3,00;38,66;84,03;0,03;88,92;;;
23/02/2026;;00000000024816;SUCO DEL VALLE FRESH UVA 200ML QT;3,000;4,17;1,39;3,39;0,00;0,39;0,78;9,46;23,01;0,01;88,93;;;
23/02/2026;;00000000024857;AZEITONA VERDE FAT V FERTIL C/C SCH 100G;1,000;4,99;4,99;3,17;0,00;0,46;1,82;27,22;57,41;0,02;88,94;;;
23/02/2026;;00000000024876;OVO VERMELHO CARTELA C/20 UND;1,000;13,99;13,99;11,20;0,00;0,00;2,79;19,94;24,91;0,02;88,97;;;
23/02/2026;;00000000025176;BISC NEGRESCO NESTLE RECH 90G;25,000;63,28;2,53;49,75;0,00;5,85;13,53;12,13;27,20;0,12;89,09;;;
23/02/2026;;00000000025195;BATATA PRE FRITA BEM BRASIL FIN 700G;2,000;31,98;15,99;20,28;0,00;2,96;11,70;27,34;57,69;0,10;89,19;;;
23/02/2026;;00000000025301;BEBIDA LACTEA NESCAU 180ML;7,000;20,93;2,99;13,37;4,19;0,00;7,56;16,12;56,54;0,07;89,26;;;
23/02/2026;;00000000025306;DET LIMPADUA CLEAR 500ML;1,000;1,79;1,79;1,35;0,00;0,17;0,44;15,33;32,59;0,00;89,27;;;
23/02/2026;;00000000025503;SAB ALBANY PERF LAVANDA 85G;1,000;2,19;2,19;1,19;0,15;0,00;1,00;38,63;84,03;0,01;89,27;;;
23/02/2026;;00000000025517;SAB ALBANY PERF LIRIO SELVAGEM 85G;1,000;2,19;2,19;1,19;0,15;0,00;1,00;38,63;84,03;0,01;89,28;;;
23/02/2026;;00000000025518;TAPIOCA BOM GOSTO  500G;1,000;6,29;6,29;3,99;1,26;0,47;2,30;9,17;57,64;0,02;89,30;;;
23/02/2026;;00000000025535;MIST REQUEIJAO DICAMPI  200G;1,000;4,89;4,89;2,70;0,98;0,00;2,19;24,79;81,11;0,02;89,32;;;
23/02/2026;;00000000025538;BATATA BEM BRASIL CARINHAS 400G;1,000;8,69;8,69;5,23;0,00;0,80;3,46;30,57;66,16;0,03;89,35;;;
23/02/2026;;00000000025580;BATATA PRINGLES ORIGINAL 104G;1,000;13,49;13,49;7,99;0,00;1,25;5,50;31,52;68,84;0,05;89,40;;;
23/02/2026;;00000000025606;AGUA NESTLE 15L QT;1,000;2,79;2,79;1,51;0,56;0,00;1,28;25,88;84,77;0,01;89,41;;;
23/02/2026;;00000000025656;CAFE C/LEITE TRES CORACOES SOLUVEL 20G;2,000;4,36;2,18;3,16;0,00;0,00;1,20;27,52;37,97;0,01;89,43;;;
23/02/2026;;00000000025739;SB PO TIXAN YPE PRIMAVERA 22KG;1,000;27,89;27,89;18,50;0,00;2,58;9,39;24,42;50,76;0,08;89,51;;;
23/02/2026;;00000000025755;BISC PIRAQUE MAIZENA 175G;92,000;287,77;3,13;219,88;0,00;26,62;67,89;14,34;30,88;0,61;90,11;;;
23/02/2026;;00000000025797;BISC ADRIA AGUA SAL 170G;2,000;7,60;3,80;5,30;0,00;0,70;2,30;21,01;43,40;0,02;90,13;;;
23/02/2026;;00000000025846;CHAMPIGNON VALE FERTIL FAT SCH 100G;2,000;15,98;7,99;9,78;3,20;1,18;6,20;11,40;63,39;0,06;90,19;;;
23/02/2026;;00000000025891;MARGARINA DELICATA CREMOSA C/SAL 250G;5,000;21,45;4,29;13,00;1,50;0,00;8,45;32,40;65,00;0,08;90,26;;;
23/02/2026;;00000000025922;REFRESCO FRISCO MORANGO 18G;3,000;2,97;0,99;1,89;0,59;0,22;1,08;8,96;57,14;0,01;90,27;;;
23/02/2026;;00000000025928;BISC PIRAQUE LEITE MALTADO 132G;7,000;33,53;4,79;17,43;0,00;3,10;16,10;38,77;92,37;0,14;90,42;;;
23/02/2026;;00000000025952;BISC RECH BONO CHOCOLATE 90G;9,000;21,81;2,42;17,91;0,00;2,02;3,90;8,63;21,78;0,03;90,45;;;
23/02/2026;;00000000025978;SH PALMOLIVE HIALURONICO 350ML;1,000;10,49;10,49;6,40;0,00;0,00;4,09;38,99;63,91;0,04;90,49;;;
23/02/2026;;00000000025999;BISC AMANT MARILAN LEITE 280G;1,000;9,29;9,29;5,98;0,00;0,86;3,31;26,38;55,35;0,03;90,52;;;
23/02/2026;;00000000026006;SALG CRAC TORRESMO 40G;3,000;15,49;5,16;12,78;0,00;1,43;2,71;8,25;21,21;0,02;90,54;;;
23/02/2026;;00000000026015;SB EM PO OMO LAVANDA 800G;2,000;41,98;20,99;26,98;0,00;3,88;15,00;26,48;55,60;0,13;90,68;;;
23/02/2026;;00000000026017;AG PITU MEL E LIMAO LT 350ML;1,000;6,49;6,49;4,09;1,30;0,19;2,40;14,06;58,68;0,02;90,70;;;
23/02/2026;;00000000026101;LAMP OUROLUX SUPERLED 20W;1,000;8,99;8,99;3,97;0,00;0,83;5,02;46,59;126,45;0,04;90,74;;;
23/02/2026;;00000000026211;PROT DE ALUMINIO BRICOFLEX 08 UND;1,000;6,99;6,99;0,00;1,40;0,52;6,99;72,60;0,00;0,06;90,81;;;
23/02/2026;;00000000026242;CARNE SECA JERKED SEARA 400G;1,000;13,99;13,99;10,50;0,98;0,00;3,49;17,94;33,24;0,03;90,84;;;
23/02/2026;;00000000026254;WAFER CHOCOLATE BAUDUCCO  92G;1,000;3,29;3,29;2,19;0,00;0,30;1,10;24,18;50,23;0,01;90,85;;;
23/02/2026;;00000000026278;SUCO AURORA INTEGRAL UVA TINTO 1.5L;1,000;26,99;26,99;16,99;5,40;2,00;10,00;9,65;58,86;0,09;90,94;;;
23/02/2026;;00000000026347;AVEIA NATURALE FLOCOS GROSSOS 170G;1,000;3,49;3,49;1,99;0,00;0,00;1,50;42,98;75,38;0,01;90,95;;;
23/02/2026;;00000000026370;REFRESCO FRISCO LIMAO 18G;1,000;0,99;0,99;0,56;0,20;0,07;0,43;16,03;76,79;0,00;90,95;;;
23/02/2026;;00000000026396;BATATA CRAC ONDULADA NATURAL 60G;1,000;5,19;5,19;3,29;0,00;0,48;1,90;27,36;57,75;0,02;90,97;;;
23/02/2026;;00000000026458;SAB PALMOLIVE TANGERINA E ALECRIM 85G;1,000;3,19;3,19;1,73;0,22;0,00;1,46;38,75;84,39;0,01;90,98;;;
23/02/2026;;00000000026537;WAFER MORANGO BAUDUCCO  92G;1,000;3,29;3,29;2,19;0,00;0,30;1,10;24,18;50,23;0,01;90,99;;;
23/02/2026;;00000000026609;PAO DOCE KG;0,826;20,65;25,00;9,18;1,44;0,00;11,47;48,57;125,02;0,10;91,09;;;
23/02/2026;;00000000026635;DORITOS NACHO 75G;4,000;41,96;10,49;33,20;0,00;3,88;8,76;11,63;26,39;0,08;91,17;;;
23/02/2026;;00000000026636;RUFFLES BACONZITOS 86G;2,000;23,98;11,99;0,00;0,00;2,22;23,98;90,75;0,00;0,21;91,39;;;
23/02/2026;;00000000026660;NECTAR DEL VALLE PESSEGO TP 200ML;4,000;13,96;3,49;8,48;2,79;1,03;5,48;11,86;64,62;0,05;91,44;;;
23/02/2026;;00000000026679;BISC FOFURA PRESUNTO 60G;1,000;2,79;2,79;1,55;0,00;0,26;1,24;35,19;80,00;0,01;91,45;;;
23/02/2026;;00000000026704;LINGUICA SADIA CALABRESA 400G;1,000;14,79;14,79;8,40;1,04;1,09;6,39;28,80;76,07;0,06;91,50;;;
23/02/2026;;00000000026808;WAFER MINUETO CHOC/ BAUNILHA 81G;3,000;5,97;1,99;5,82;0,00;0,55;0,15;-6,74;2,58;0,00;91,50;;;
23/02/2026;;00000000026811;WAFER MINUETO MORANGO 81G;5,000;9,95;1,99;9,70;0,00;0,92;0,25;-6,74;2,58;0,00;91,51;;;
23/02/2026;;00000000026813;WAFER MINUETO  BRIGADEIRO 81G;2,000;3,98;1,99;3,88;0,00;0,37;0,10;-6,74;2,58;0,00;91,51;;;
23/02/2026;;00000000026926;LV ROUPA URCA MAXX PO CONC 22KG;17,000;238,83;14,05;195,33;0,00;22,09;43,50;8,96;22,27;0,39;91,90;;;
23/02/2026;;00000000026949;LIMPADOR BIG SOFT CARINHO 500G;1,000;2,99;2,99;2,49;0,60;0,22;0,50;-10,68;20,08;0,00;91,90;;;
23/02/2026;;00000000026978;BIS LACTA LIMAO 126G;1,000;9,59;9,59;6,14;0,00;0,89;3,45;26,72;56,19;0,03;91,93;;;
23/02/2026;;00000000027150;EXT TOM PREDILECTA ALHO E CEB 300G;1,000;7,29;7,29;4,62;0,00;0,67;2,67;27,38;57,79;0,02;91,95;;;
23/02/2026;;00000000027171;VINAGRE UNICO ALCOOL 750ML;2,000;5,98;2,99;3,70;0,42;0,44;2,28;23,70;61,62;0,02;91,97;;;
23/02/2026;;00000000027214;PAPEL TOALHA COQUETEL 2 ROLOS;5,000;19,95;3,99;13,34;0,00;1,85;6,61;23,88;49,55;0,06;92,03;;;
23/02/2026;;00000000027262;CAFE PIMPINELA GOLDEN VACUO 250G;1,000;19,49;19,49;12,88;1,36;0,00;6,61;26,92;51,32;0,06;92,09;;;
23/02/2026;;00000000027287;PAO PLUSVITA  12 GRAOS 350G;1,000;12,99;12,99;8,26;0,91;0,96;4,73;22,01;57,26;0,04;92,13;;;
23/02/2026;;00000000027293;ACHOC NESCAU  LT 350G;4,000;53,96;13,49;35,96;0,00;4,99;18,00;24,11;50,06;0,16;92,30;;;
23/02/2026;;00000000027301;BISC MABEL CREAM CRACKER 300G;2,000;12,38;6,19;8,24;0,00;1,15;4,14;24,19;50,24;0,04;92,33;;;
23/02/2026;;00000000027361;REFRES FRISCO MORANGO COM IOGURTE 18G;2,000;1,58;0,79;0,00;0,32;0,12;1,58;72,60;0,00;0,01;92,35;;;
23/02/2026;;00000000027402;BATATA PALHA BOM GOSTO EXTRA FINA 90G;3,000;23,97;7,99;14,85;0,00;2,22;9,12;28,80;61,41;0,08;92,43;;;
23/02/2026;;00000000027403;BATATA PALHA BOM GOSTO TRADICIONAL 90G;4,000;31,96;7,99;19,80;0,00;2,96;12,16;28,80;61,41;0,11;92,54;;;
23/02/2026;;00000000027462;SACO PARA LIXO RACPLAST 15L;1,000;13,99;13,99;8,48;0,00;1,29;5,51;30,14;64,98;0,05;92,58;;;
23/02/2026;;00000000027519;PAO DO FORNO ORIGINAL WICKBOLD 450G;1,000;11,99;11,99;7,92;0,00;1,11;4,07;24,69;51,39;0,04;92,62;;;
23/02/2026;;00000000027532;SALGADINHO FRITOP CHURRASCO 200G;1,000;8,99;8,99;5,49;0,00;0,83;3,50;29,68;63,75;0,03;92,65;;;
23/02/2026;;00000000027563;PAO FORMA ESTAR LEVE FONTE DE FIBRAS 400G;1,000;10,99;10,99;7,12;0,00;1,02;3,87;25,96;54,35;0,03;92,69;;;
23/02/2026;;00000000027570;GOMA BUBBALOO HORTELA 5G;3,000;1,47;0,49;0,84;0,29;0,11;0,63;15,46;75,00;0,01;92,69;;;
23/02/2026;;00000000027571;GOMA BUBBALOO MORANGO 5G;1,000;0,49;0,49;0,28;0,10;0,04;0,21;15,46;75,00;0,00;92,69;;;
23/02/2026;;00000000027583;BISC ADRIA C CRACKER FOLHATA 170G;1,000;3,89;3,89;2,52;0,00;0,36;1,37;25,97;54,37;0,01;92,71;;;
23/02/2026;;00000000027584;CHOC BIS XTRA BRANCO 45G;2,000;10,98;5,49;7,10;0,00;1,02;3,88;26,09;54,65;0,03;92,74;;;
23/02/2026;;00000000027607;GELATINA DR OETKER BANANAS FINI 20G;2,000;4,98;2,49;3,12;1,00;0,37;1,86;9,95;59,62;0,02;92,76;;;
23/02/2026;;00000000027644;IOG DANONE COCO 125KG;3,000;41,85;13,95;35,10;8,37;0,00;6,75;-3,87;19,23;0,06;92,82;;;
